s_no,organization,problem_title,category,ps_number,submitted_ideas,theme,detail_url,domain_category
149,National Technical Research Organisation (NTRO),"Identification of algorithm from the given dataset using AI/ML Techniques.×Problem Statement DetailsProblem Statement ID1681Problem Statement TitleIdentification of algorithm from the given dataset using AI/ML Techniques.DescriptionBackground: There are large number of cryptographic algorithms available for ensuring data confidentiality and integrity in secure communication. Identification of the algorithm is a research activity that leads to better understanding of the weakness in its implementation, in order to make the algorithm more robust and secure.
Description: The above Problem Statement envisages that approach(s) be developed using AI/ML techniques for identification of the cryptographic algorithm by analyzing given data. The provided datasets are generated using modern cryptographic algorithms. The algorithm is expected to be identified by using a combination of AI/ML and innovative approaches. The successful approaches may also be automated by developing a software solution which takes the given dataset as input and gives probable cryptographic algorithms as output.
Expected Solution: Logical approach be developed to successfully identify the algorithm for the given dataset. The approaches should either be implemented in software form or should be feasible to be developed as a software.OrganizationNational Technical Research Organisation (NTRO)DepartmentNational Technical Research Organisation (NTRO)CategorySoftwareThemeBlockchain & CybersecurityYoutube LinkDataset Linkhttps://organiser-sih-2024.github.io/dataset/Contact info",Problem Statement ID,1681,Problem Statement Title,Identification of algorithm from the given dataset using AI/ML Techniques.,https://www.sih.gov.in/sih2024PS,security
152,National Technical Research Organisation (NTRO),"Agent-less Windows System Vulnerability and Network Scanner×Problem Statement DetailsProblem Statement ID1684Problem Statement TitleAgent-less Windows System Vulnerability and Network ScannerDescriptionBackground: It has been observed that most individuals are hasty when it comes to upgrade or update their Windows systems to mitigate any adversary actions. Henceforth, a system vulnerability detector and scanner should be in place to audit and verify the system and network based vulnerabilities (if exist) to rectify the misconfigurations and mitigate any prominent threats to the individual or organization. 
Description: The above problem statement envisions a blue team approach to identify and map potential vulnerabilities of a Windows OS subsystem to better secure and mitigate against various threats (System Level and Network Level). 
Expected Solution: 
├ö├ç├│ The problem statement should result in a solution which can provide possible vulnerabilities of the underlined Windows OS 
├ö├ç├│ The AV/EDR friendly solution should have an agent-less mechanism to find the vulnerabilities and must be able to search and crawl for the related available open-source exploits and their patches 
├ö├ç├│ Some of the key information at the system level that must be promptly identified by the proposed solution should fall under the following categories: 
? System Information: 
? Basic OS info 
? DotNet versions 
? Providers registered for AMSI 
? Registered antivirus (via WMI) 
? Classic and Advanced audit policy settings present in registry keys 
? Auto run executable/scripts/programs 
? Standard and Non-standard firewall rules 
? Windows Defender settings ? User and machine personal certificate files 
? Current environment PATH folders, environment variables and SDDL information 
? Lists files/folders. By default, lists users' downloads, documents, and desktop folders 
? Information about a file (version information, AMSIProvidersProviders registered for AMSI) 
? Installed hotfixses (via WMI) 
? Installed products via the registry 
? Local Group Policy settings applied to the machine/local users 
? Non-empty local groups, displays all groups 
? Local users, whether they're active/disabled 
? All Microsoft updates (via COM, WMI) 
? NTLM authentication settings 
? Saved RDP connections stored in the registry 
? Current incoming RDP sessions 
? Remote Desktop Server/Client Settings 
? Secure Boot configuration 
? Sysmon configuration from the registry 
? UAC system policies via the registry 
? Windows Defender settings (including exclusion locations) 
? Searches PowerShell console history files for sensitive regex matches 
? Network Information: 
? Lists the current ARP table and adapter information 
? DNS cache entries (via WMI) 
? Windows network profiles 
? Network shares exposed by the machine 
? Current TCP and UDP connections and their associated processes and services 
? Current RPC endpoints mapped 
? Open ports status 
├ö├ç├│ Additionally, the underlined solution should have the capability to provide information at the network level that must fall under the following categories: 
? System interface connectors 
? LLDP / CDP connections (to infrastructure devices) 
? Attached network vectors (systems connected within the VLAN) 
? And the capability to formulate network diagram using these information 
├ö├ç├│ Should be able to work with latest Windows 10/11 builds 
├ö├ç├│ The proposed solution should be able to consolidate its findings into a report file (pdf and/or html format)OrganizationNational Technical Research Organisation (NTRO)DepartmentNational Technical Research Organisation (NTRO)CategorySoftwareThemeBlockchain & CybersecurityYoutube LinkDataset LinkFor Windows Enumeration, refer WinPEAS script from GitHub, Posh-Sysmon (GitHub), Posh-SecMod (GitHub), SecurityPolicyDSC (GitHub)
 ? For crawling purpose, refer exploitDB, CVEDetails, VulnDB, CXSecurity, Windows-Exploit-Suggestor (GitHub)
 ? For Network Enumeration and Mapping, refer Posh-SecMod (GitHub), WinCDP (GitHub), LDWin (GitHub), Network TopologContact info",Problem Statement ID,1684,Problem Statement Title,Agent-less Windows System Vulnerability and Network Scanner,https://www.sih.gov.in/sih2024PS,security
153,National Technical Research Organisation (NTRO),"Building Offline Parallel AV Pipeline to cater multiple AVs for CII entities.×Problem Statement DetailsProblem Statement ID1685Problem Statement TitleBuilding Offline Parallel AV Pipeline to cater multiple AVs for CII entities.DescriptionBackground: No single Antivirus is perfect, however each AV product has its own strength and weaknesses, and is more efficient at detecting some threats than others. In addition, one important requirement of Critical Information Infrastructure (CII) is that solution should be ├ö├ç┬úoffline and on-premise├ö├ç├ÿ and should be ├ö├ç┬úupdated with latest definition on regular basis├ö├ç├ÿ. Therefore, the reliable and effective solution can be developed by creating a pipeline combining multiple AV engines working parallelly offline. 
Description: To develop a scanning pipeline in which the data residing in ├ö├ç┬úTarget Folder├ö├ç├ÿ will be scanned automatically by multiple antiviruses and accordingly the cleaned files will be in same folder and the infected files will be segregated and transferred in a specific folder i.e. ├ö├ç┬úInfected Folders├ö├ç├ÿ with their analysis report. In addition, the path of each infected file will also be recorded in a separate doc file in same Infected folders.
The functional block diagram is depicted below: 
Target Folder -> Offline Parallel -> Infected Files
One VM may be used for one AV which will be updated regularly (as per respective AV update policy) with latest definition of respective AV. The free/trail version of AVs can be used for building and testing the features of parallel AV pipeline. Atleast following three AVs should be included in AV pipeline: 
1. Window Defender 
2. Trend Micro Maximum Security 
3. Eset Internet Security 
Expected Solution: The details of expected outcomes are given below: 
(a). Raw Data will be kept at ├ö├ç┬úTarget folder├ö├ç├ÿ and available multiple antiviruses should recognize the presence of data and start scanning automatically. 
(b). Cleaned file will be in same folders and Infected files & its Analysis Report should be move to a dedicated defined ├ö├ç┬úInfected folder├ö├ç├ÿ. The path of each infected file will also be recorded in one doc file.
(c). The scanning process shall be continued till all infected files are segregated. After successful completion by multiple AVs, a popup message of ├ö├ç┬úScanning Completed├ö├ç├ÿ should be displayed. The solution should have dashboard like VirusTotal where the results with each AV should be displayed. 
(d). The scanning shall be started simultaneously by all the multiple AVs (Parallel Processing) for efficient processing.OrganizationNational Technical Research Organisation (NTRO)DepartmentNational Technical Research Organisation (NTRO)CategorySoftwareThemeSmart AutomationYoutube LinkDataset LinkContact info",Problem Statement ID,1685,Problem Statement Title,Building Offline Parallel AV Pipeline to cater multiple AVs for CII entities.,https://www.sih.gov.in/sih2024PS,security
176,"GAIL, Ministry of Petroleum and Natural Gas","Tool for secure automatic network topology 
creation.×Problem Statement DetailsProblem Statement ID1708Problem Statement TitleTool for secure automatic network topology 
creation.DescriptionBACKGROUND: 
In a SCADA system, for a pipeline network spanning thousands of kilometres, the network devices (both layer 2 and layer 3) are spread all along the geographical area. With such a large network, it becomes crucial, from both the maintenance and security point of view, to continuously monitor the complete network topology. Automatic topology discovery provides a complete and up-to-date map of all devices, connections, and pathways within the SCADA network. This comprehensive overview is essential for network administrators to understand the network's structure and dynamics. It ensures that any changes in the network, such as new devices being added or existing ones being removed, are automatically detected and documented in real time. When issues arise, knowing the exact layout and connections within the network helps in pinpointing problems more quickly, reducing downtime and improving response times. More significantly, automatic topology discovery helps in identifying unauthorized devices or unexpected changes in the network, which could indicate security breaches or cyber-attacks and allows for better network segmentation and implementation of access controls, limiting the spread of potential threats and protecting critical assets. Conventionally, automatic topology discovery tools utilize Cisco Discovery Protocol (CDP) or Link Layer Discovery Protocol (LLDP). However, these protocols are vulnerable due to lack of authentication, broadcast of sensitive information, etc. and hence are not suitable for use in a critical pipeline SCADA network.
Problem Statement Details:
├ö├ç┬úDevelop a tool for automatic network topology discovery, for a network using EIGRP routing protocol, that does not rely on CDP or LLDP protocols. The tool may use secure SNMPv3 polls/traps, ARP/MAC tables, NetFlow, routing protocol or syslog data for creating the automatic network topology. The challenge is accurate device identification without relying on the broadcast capabilities of CDP/LLDP and determining the physical and logical connections between devices. It must have a provision to keep the topology map updated with real-time changes in the network along with scalability to ensure that the solution works efficiently across small to large-scale networks. The most important component is to maintain network security to prevent unauthorized access or data leakage during the discovery process.├ö├ç├ÿ
NOTE : GAIL (INDIA) LTD will not provide any hardware, software, license, data or any other resource to SIH hackathon Teams. The teams should use free and/or open-source resources, as applicable, for the entire project.OrganizationGAIL, Ministry of Petroleum and Natural GasDepartmentGAIL LimitedCategorySoftwareThemeMiscellaneousYoutube Linkhttps://youtu.be/qWVw713akvkDataset LinkContact info",Problem Statement ID,1708,Problem Statement Title,"Tool for secure automatic network topology 
creation.",https://www.sih.gov.in/sih2024PS,security
194,Ministry of Housing and Urban Affairs,"Universal Switch Set with Data Encryption and Decryption for Legacy Applications without Cyber Safety Measures×Problem Statement DetailsProblem Statement ID1727Problem Statement TitleUniversal Switch Set with Data Encryption and Decryption for Legacy Applications without Cyber Safety MeasuresDescriptionBackground: In metro system OEM install the switches and bind these switches with their MAC address mostly so it is difficult to install or upgrade the different switch in network without compromising the cyber security. Retrofitting these systems with modern security protocols can he challenging and costly, particularly for organizations with limited resources or technical expertise.
Description: The problem statement aims to develop a universal switch set equipped with data encryption and decryption capabilities that can be seamlessly integrated into various legacy applications lacking cyber safety measures. The switch set will provide a standardized interface for encrypting sensitive data before transmission and decrypting it upon receipt, thereby enhancing the security of legacy systems.
The switch set will support industry-standard encryption algorithms and protocols to ensure compatibility with a wide range of legacy applications. It will be designed to be easily configurable and customizable to accommodate different encryption requirements and data formats used by various applications.
Furthermore, the switch set will include robust key management features to securely generate. store, and distribute encryption keys to authorized users. This will prevent unauthorized access to encrypted data and ensure the integrity and confidentiality of sensitive information.
Expected Solution: The proposed solution will involve the development of a universal switch set with data encryption and decryption capabilities tailored for legacy applications without cyber safety measures. This switch set will consist of modular components, including encryption/decryption engines, key management systems, and integration interfaces. The switch set will seamlessly integrate with existing infrastructure and protocols. requiring minimal configuration and customization.
By retrofitting legacy applications with data encryption and decryption capabilities, the proposed solution will enable organizations to safeguard their sensitive information and comply with regulatory requirements without the need for costly system upgrades or replacementsOrganizationMinistry of Housing and Urban AffairsDepartmentSmart Cities MissionCategorySoftwareThemeBlockchain & CybersecurityYoutube LinkDataset LinkContact info",Problem Statement ID,1727,Problem Statement Title,Universal Switch Set with Data Encryption and Decryption for Legacy Applications without Cyber Safety Measures,https://www.sih.gov.in/sih2024PS,security
208,Indian Space Research Organization (ISRO),"Centralized application-context aware firewall×Problem Statement DetailsProblem Statement ID1741Problem Statement TitleCentralized application-context aware firewallDescriptionDescription: Develop an application firewall for end-points that can identity and restrict access of application to external network/hosts. The application firewall should provide further granular control of restricting domains, IP addresses and protocols for each application. The firewall should be manageable through a centralized web console where policies for each end-point and application can be centrally deployed. Firewall agent should also be able to monitor network usage behaviour of each application and generate alerts on central dashboard for any traffic anomaly using AI/ML.
Challenge: Applying separate firewall policies for each application running on the end-point and managing them through a central web console.
Usage: End-point security, network security
Users: Cyber security teams
Available Solutions (if Yes, reasons for not using them): Individual components are available
Desired Outcome: The solution should provide following components:
1. Solution should identify the domains and protocols that any application is trying to access. Further, it should enable allowing of any such network traffic which is not already allowed via centralized console.
2. Context-aware application firewall agent that shall manage firewall policies for each application running on end-point. The agent shall also collect network usage logs of each application and send it to central server.
3. Central web management console that shall be able to manage all end-points and applications
4. Solution should work for Windows end-points. Bonus points for Linux
5. Solution should also detect abnormal network behaviour of applicationsOrganizationIndian Space Research Organization (ISRO)DepartmentIndian Space Research Organisation (ISRO)CategorySoftwareThemeBlockchain & CybersecurityYoutube LinkDataset LinkContact infohttps://vedas.sac.gov.in/en/sih2024.html",Problem Statement ID,1741,Problem Statement Title,Centralized application-context aware firewall,https://www.sih.gov.in/sih2024PS,security
210,National Investigation Agency (NIA),"Parsing of Social Media Feeds×Problem Statement DetailsProblem Statement ID1743Problem Statement TitleParsing of Social Media FeedsDescriptionDuring investigation when the social media accounts of accused/suspect are opened for examination or creating Panchnamas, it would be better if some tool is designed which can automatically parse the data and provide the screenshot of the posts, messages, timeline, friend list, following, followers, account info, etc and provide screenshots in a documented form. * The examiner may choose to print the screenshots as per requirements. This will omit any human error during the process and also help to thoroughly reviewing the data found for the said social media account. * Separate options for Facebook, Twitter, Instagram, Telegram, WhatsApp, Google account etc may be provided in the tool. * Many a times, the social media accounts do not open in Desktops even if we have the right credentials and the examiner have to use a dummy android phone. So, two separate versions (Android and windows) of this tool will be helpful.OrganizationNational Investigation Agency (NIA)DepartmentAnti-Cyber Terrorism Division, National Investigation Agency (NIA)CategorySoftwareThemeMiscellaneousYoutube LinkDataset LinkContact info",Problem Statement ID,1743,Problem Statement Title,Parsing of Social Media Feeds,https://www.sih.gov.in/sih2024PS,security
211,National Investigation Agency (NIA),"Creating a cyber triage tool to streamline digital forensic investigation×Problem Statement DetailsProblem Statement ID1744Problem Statement TitleCreating a cyber triage tool to streamline digital forensic investigationDescriptionTo design and develop an innovative digital forensics and incident response tool with an intuitive and accessible interface for investigators, that streamlines the process of importing evidence, conducting automated analysis, and generating detailed reports. The tool should feature an interface with clear navigation & real-time data visualization and should support: 1. Automated data collection from RAW images (forensic images) and other formats using disk imaging tools 2. Automate the scanning and analysis of data, including files, system logs, registry entries, network activity etc. 3. Identify indicators of compromise (IOCs) and related suspicious activities 4. Integrate AI/ML algorithms for anomaly detection and pattern recognition. The AI/ML feature should incorporate a scoring system and recommendation engine that allow investigators to quickly focus on the important artifacts. 5. User-friendly review options should include interactive timelines and graphical summaries, while comprehensive reporting capabilities should allow exports in various formats such as PDF, JSON, and CSV.OrganizationNational Investigation Agency (NIA)DepartmentAnti-Cyber Terrorism Division, National Investigation Agency (NIA)CategorySoftwareThemeBlockchain & CybersecurityYoutube LinkDataset LinkContact info",Problem Statement ID,1744,Problem Statement Title,Creating a cyber triage tool to streamline digital forensic investigation,https://www.sih.gov.in/sih2024PS,security
212,National Critical Information Infrastructure Protection Center (NCIIPC),"De-anonymizing of entities on the onion sites operating on TOR Network×Problem Statement DetailsProblem Statement ID1745Problem Statement TitleDe-anonymizing of entities on the onion sites operating on TOR NetworkDescriptionBackground: Dark web is being used for illegal purposes and number of market places are being operated by the underground operators which facilitate illegal buying/selling of drugs/weapons/data leaks/counterfeit moneys/documents etc. Platforms, being anonymise to the LEA, make it difficult to identify the market place running on dark web mainly TOR Network.
Description: Running the illegal sites on dark web network only requires the access of TOR Browser and TORRC file to run the market from local system. For hosting the services, people may utilise the paid or freely available hosting servers. Being on TOR network (V3), it is very difficult to identify the underground operator running the market. Amid running market on TOR network, the underground operator provides the access of his portal though his ISP/VPN services which has been taken from the respective ISP of his country and the VPN service provider.
Expected Solution: It is expected that any solution like tool or technique may be developed the underground operator running the market may be identified. The participants may target finding the actual IP/VPN IP being used by the players of the onion sites. The participants may also try to find out other personally identifiable information (PII) regarding the underground operators active on the onion sites.OrganizationNational Critical Information Infrastructure Protection Center (NCIIPC)DepartmentNational Critical Information Infrastructure Protection Center (NCIIPC)CategorySoftwareThemeBlockchain & CybersecurityYoutube LinkDataset LinkContact info",Problem Statement ID,1745,Problem Statement Title,De-anonymizing of entities on the onion sites operating on TOR Network,https://www.sih.gov.in/sih2024PS,security
213,National Critical Information Infrastructure Protection Center (NCIIPC),"Improving open source software security using Fuzzing×Problem Statement DetailsProblem Statement ID1746Problem Statement TitleImproving open source software security using FuzzingDescriptionBackground: Fuzzing is an automated process of identifying software vulnerabilities by supplying unexpected and faulty inputs to the software. The main aim of fuzzing is to identify the crucial edge cases where a software might fail. Therefore, fuzzing provides a crucial insight into the stability and security of the software. The process of fuzzing can be divided into following broad steps ├ö├ç├┤
1. Identification of Target Function(s) ├ö├ç├┤ Target function(s) are typically those functions that act as entry points for processing input data. They use various APIs to perform operation on the input data.
2. Developing harness ├ö├ç├┤ Harnesses are small code stubs whose sole purpose is to invoke the target function by using mutated data inputs. A harness bridges the gap between how the fuzzer generates input and how the target application receives and processes the input.
3. Fuzzing - In this step, a fuzzer is used to generate numerous data inputs which are then passed to the target function using the harness. The fuzzer checks whether the application crashes by processing a certain input. If a crash occurs, then it saves the input and the memory state of the crash to file for later analysis.
Description:
Fuzzing has proven its effectiveness in discovering thousands of vulnerabilities in file-processing and stateless applications. In fuzzing, and automated testing in general, designing test oracles is crucial. In this challenge the team is supposed to fuzz an open source software namely the Windows variant of Sumatra PDF Reader software (version 3.5.2 or later). Sumatra PDF Reader is a very popular open source and widely used PDF viewing software. In this challenge, teams are required to develop a working harness for fuzzing of the latest version (version 3.5.2 or later) of Windows Sumatra PDF Reader software solution, fuzzed on any fuzzer of their choice.
The submission will be evaluated on the following criteria ├ö├ç├┤
1. Target functions identified
2. Live demonstration of fuzzing harness developed
3. Code Coverage achieved
4. Technical report submitted by the team.
Expected Solution: Each team must provide a fuzzing harness that is capable of fuzzing the windows software solution of the Sumatra PDF Reader (version 3.5.2 or later). This fuzzing harness must identify target functions and supply appropriate arguments for the invocation of such functions. The fuzzing harness will be run using a fuzzer (preferably WinAFL). Each team must submit a working harness along with a technical report stating ├ö├ç├┤
1. Reversing steps undertaken
2. Target functions identified
3. Dependencies identifiedOrganizationNational Critical Information Infrastructure Protection Center (NCIIPC)DepartmentNational Critical Information Infrastructure Protection Center (NCIIPC)CategorySoftwareThemeBlockchain & CybersecurityYoutube LinkDataset LinkContact info",Problem Statement ID,1746,Problem Statement Title,Improving open source software security using Fuzzing,https://www.sih.gov.in/sih2024PS,security
215,National Critical Information Infrastructure Protection Center (NCIIPC),"Creating a Framework for Static Analysis of Vulnerabilities in Android Applications×Problem Statement DetailsProblem Statement ID1748Problem Statement TitleCreating a Framework for Static Analysis of Vulnerabilities in Android ApplicationsDescriptionBackground: Android applications are increasingly becoming an integral part of daily life, offering various services and functionalities. However, their widespread use also makes them prime targets for security vulnerabilities. Identifying and mitigating these vulnerabilities during the development phase is crucial for ensuring the security and integrity of these applications. Static analysis provides a method to examine code for vulnerabilities without executing it, allowing developers to catch and fix security issues early.
Detailed Description: This report outlines a comprehensive framework for conducting static analysis to detect vulnerabilities in Android applications. The framework covers the following key aspects:
1.Preparation
Ôö£├│├ö├®┬╝Ôö¼├│ Gather Requirements: Define the scope and objectives of the static analysis process. Determine which parts of the application will be analyzed and the specific types of vulnerabilities to look for.
Ôö£├│├ö├®┬╝Ôö¼├│ Select Tools: Choose appropriate static analysis tools tailored for Android development such as MobSF, SonarQube, Android Lint, FindBugs, and PMD.
2. Code Review
Ôö£├│├ö├®┬╝Ôö¼├│ Manual Code Review: Perform a thorough review of the source code to identify obvious security flaws. This step involves examining the code for insecure coding practices, such as hardcoded credentials, improper exception handling, and insecure data storage.
Ôö£├│├ö├®┬╝Ôö¼├│ Automated Static Analysis: Use automated tools to scan the codebase for vulnerabilities. These tools can quickly identify issues such as insecure API usage, improper permissions, and potential injection points.
3. Configuration Analysis
Ôö£├│├ö├®┬╝Ôö¼├│ Manifest File Review: Analyze the AndroidManifest.xml file for insecure configurations, such as exported components that should be private, overly broad permissions, and improper use of intents.
Ôö£├│├ö├®┬╝Ôö¼├│ Build Configuration Review: Examine build.gradle files to ensure secure configurations and identify potential issues related to dependency management and build settings.
4. Dependency Analysis
Ôö£├│├ö├®┬╝Ôö¼├│ Third-Party Libraries: Identify and evaluate third-party libraries for known vulnerabilities. Ensure that all dependencies are up-to-date and do not introduce security risks into the application.
5. Reporting
Ôö£├│├ö├®┬╝Ôö¼├│ Document Findings: Prepare a detailed report outlining the identified vulnerabilities, their severity, and potential impact. The report should include specific examples of the code where vulnerabilities were found and explanations of why they pose a risk.
Ôö£├│├ö├®┬╝Ôö¼├│ Prioritize Issues: Rank vulnerabilities based on their severity and potential impact on the application. This helps in focusing remediation efforts on the most critical issues first.
6. Mitigation and Remediation
Ôö£├│├ö├®┬╝Ôö¼├│ Propose Fixes: Provide specific recommendations for addressing the identified vulnerabilities. This includes suggesting secure coding practices, configuration changes, and updates to third-party libraries.
Ôö£├│├ö├®┬╝Ôö¼├│ Integrate Fixes: Work with the development team to integrate the recommended fixes into the codebase. This step may involve revising the application architecture, modifying code, and updating dependencies.
Expected Solution:
1.Early Detection of Vulnerabilities: Identifying security issues early in the development process, allowing for timely remediation.
2. Improved Code Quality: Encouraging secure coding practices and reducing the likelihood of introducing security flaws.
3. Increased Security Awareness: Raising awareness among developers about common security issues and how to avoid them.
4.Enhanced Application Security: Reducing the risk of exploitation by addressing vulnerabilities before the application is deployed to production.OrganizationNational Critical Information Infrastructure Protection Center (NCIIPC)DepartmentNational Critical Information Infrastructure Protection Center (NCIIPC)CategorySoftwareThemeMiscellaneousYoutube LinkDataset LinkContact info",Problem Statement ID,1748,Problem Statement Title,Creating a Framework for Static Analysis of Vulnerabilities in Android Applications,https://www.sih.gov.in/sih2024PS,security
216,National Critical Information Infrastructure Protection Center (NCIIPC),"Recovery of Deleted Data and Associated Metadata from XFS and Btrfs Filesystems×Problem Statement DetailsProblem Statement ID1749Problem Statement TitleRecovery of Deleted Data and Associated Metadata from XFS and Btrfs FilesystemsDescriptionBackground : Digital evidence has become increasingly crucial in forensic investigations. The recovery of deleted data from storage devices is essential for reconstructing timelines, identifying suspects, and uncovering critical information. Traditional file systems like FAT and NTFS have been extensively studied, and tools for recovering deleted data from them are relatively mature. However, modern file systems like XFS and Btrfs, designed for performance and reliability, employ complex data structures that pose signifycant challenges for data recovery.
Forensic investigations often involve recovering various file types, including documents files, log files, and system files. These files contain valuable information about system activities, user behaviour, and potential criminal activities. The ability to recover deleted files along with their complete metadata, such as creation, access, modification, and deletion timestamps, is crucial for establishing timelines and corroborating evidence.
Detailed Description :XFS and Btrfs file systems offer advanced features like journaling, copy-on-write, and efficient data allocation. While these features enhance system performance and data integrity, they also complicate the process of recovering deleted data. When a file is deleted in these file systems, the data itself is not immediately erased; instead, the file system marks the allocated blocks as free for reuse. This delayed overwriting of data presents an opportunity for recovery, but it also requires specialized techniques to extract and analyse the deleted data.
Moreover, recovering accurate metadata associated with deleted files is equally challenging. Metadata is critical for establishing the context of the recovered data and determining its relevance to the investigation. Extracting metadata from XFS and Btrfs file systems requires a deep understanding of their internal structures and data allocation mechanisms.
Expected Solution: An ideal solution would be a comprehensive data recovery technique specifically designed for XFS and Btrfs file systems. These techniques should able to:
1. Efficiently recover deleted data: Develop algorithms and techniques to identify and extract deleted files from the complex data structures of XFS and Btrfs.
2. Support a wide range of file types: Recover Text-Based Document Formats(doc,docx, rtf, pdf, txt, odt, html, xml, ppt, odp, xls, ods, log, csv, tsv, txt, conf, ini, cfg etc), archives file(zip, tar, rar, iso, rpm, deb etc), Image-Based Document Formats(jpg, jpeg, png, gif, tif etc), executables binaries(.elf, .so, .a, exe, dll, bat, cmd) scripts files(ps, ps1, sh, bash, zsh, py etc), database file(.db etc) and other relevant data formats.
3. Extract complete metadata: Recover accurate creation, access, modification, and deletion timestamps, file names, and other essential metadata associated with deleted files.
4. Provide user-friendly interface: Offer an intuitive interface (GUI/CLI) for easily navigate recovered data and generate reports.
5. Ensure data integrity: Implement robust data validation and verification mechanisms to maintain the integrity of recovered data.OrganizationNational Critical Information Infrastructure Protection Center (NCIIPC)DepartmentNational Critical Information Infrastructure Protection Center (NCIIPC)CategorySoftwareThemeBlockchain & CybersecurityYoutube LinkDataset LinkContact info",Problem Statement ID,1749,Problem Statement Title,Recovery of Deleted Data and Associated Metadata from XFS and Btrfs Filesystems,https://www.sih.gov.in/sih2024PS,security
217,National Critical Information Infrastructure Protection Center (NCIIPC),"Creating a Comprehensive Web Application Fuzzer×Problem Statement DetailsProblem Statement ID1750Problem Statement TitleCreating a Comprehensive Web Application FuzzerDescriptionBackground: Web applications are ubiquitous and serve as the backbone for a myriad of online services. However, their complexity and extensive use make them prime targets for cyber-attacks. Hidden directories, virtual hosts, API endpoints, URL parameters, and subdomains can all harbour vulnerabilities that attackers might exploit. Identifying these vulnerabilities through comprehensive fuzzing can significantly enhance the security of web applications. A versatile fuzzer that automates the discovery and testing of these components is essential for proactive security measures.
Detailed Description: This documentation outlines the development of a comprehensive web application fuzzer, detailing its functionalities and usage across various web application components:
1. Preparation
o Gather Requirements: Define the objectives and scope of the fuzzing process. Identify the web application components to be tested and the types of vulnerabilities to target.
o Select Tools: Choose the appropriate fuzzing tools and libraries that support testing of directories, virtual hosts, API endpoints, URL parameters, custom test cases, and subdomains.
2. Directories and Files
o Enumeration: Perform a systematic enumeration of directories and files to uncover hidden content. This involves brute-forcing directory names and file extensions to identify unlinked or forgotten resources.
o Testing: Test the discovered directories and files for common vulnerabilities such as directory traversal and insecure file uploads.
3. Virtual Hosts (VHosts)
o Discovery: Identify virtual hosts configured on the server by fuzzing the Host header with various subdomain values.
o Assessment: Evaluate the discovered virtual hosts for configuration issues and vulnerabilities that might arise from improper isolation of web applications.
4. API Endpoints
o Identification: Detect API endpoints by analyzing common patterns and URL structures used in the application.
o Vulnerability Testing: Test API endpoints for security flaws such as insecure data transmission, improper authentication, and authorization, as well as injection vulnerabilities.
5. Parameters
o Fuzzing: Fuzz URL parameters to uncover vulnerabilities like SQL injection, cross-site scripting (XSS), remote code execution, and parameter pollution.
o Payloads: Use a variety of payloads and encoding techniques to ensure comprehensive coverage of potential attack vectors.
6. Custom Test Cases
o User-Defined Scenarios: Allow users to create and integrate custom test cases to target specific application logic or unique vulnerabilities.
o Execution: Execute custom test cases in conjunction with standard fuzzing techniques to maximize the depth and breadth of security testing.
7. Subdomains
o Discovery: Perform DNS enumeration and brute-forcing to identify subdomains associated with the main domain.
o Security Testing: Assess the discovered subdomains for common vulnerabilities and misconfigurations that could expose the application to risk.
8. Reporting
o Document Findings: Prepare detailed reports highlighting identified vulnerabilities, their severity, and potential impact. Include specific examples and explanations to aid in understanding and remediation.
o Prioritize Issues: Rank the discovered vulnerabilities based on their severity and potential impact to help prioritize remediation efforts.
9. Mitigation and Remediation
o Propose Fixes: Provide actionable recommendations for addressing the identified vulnerabilities, including secure coding practices, configuration adjustments, and updates to dependencies.
o Integrate Fixes: Collaborate with the development team to implement the recommended fixes, ensuring the application is secured before deployment.
Expected Solution:
1. Early Detection of Vulnerabilities: Identifying security issues early in the development process, allowing for timely remediation.
2. Improved Code Quality: Encouraging secure coding practices and reducing the likelihood of introducing security flaws.
3. Increased Security Awareness: Raising awareness among developers about common security issues and how to avoid them.
4. Enhanced Application Security: Reducing the risk of exploitation by addressing vulnerabilities before the application is deployed to production.OrganizationNational Critical Information Infrastructure Protection Center (NCIIPC)DepartmentNational Critical Information Infrastructure Protection Center (NCIIPC)CategorySoftwareThemeMiscellaneousYoutube LinkDataset LinkContact info",Problem Statement ID,1750,Problem Statement Title,Creating a Comprehensive Web Application Fuzzer,https://www.sih.gov.in/sih2024PS,security
