s_no,organization,problem_title,category,ps_number,submitted_ideas,theme,detail_url,domain_category
15,"AICTE, MIC-Student Innovation","Student Innovation×Problem Statement DetailsProblem Statement ID1538Problem Statement TitleStudent InnovationDescriptionIdeas that showcase the rich cultural heritage and traditions of IndiaOrganizationAICTE, MIC-Student InnovationDepartmentMinistry of Education's Innovation Cell (MIC)CategoryHardwareThemeHeritage & CultureYoutube LinkDataset LinkContact info",Problem Statement ID,1538,Problem Statement Title,Student Innovation,https://www.sih.gov.in/sih2024PS,education
16,"AICTE, MIC-Student Innovation","Student Innovation×Problem Statement DetailsProblem Statement ID1539Problem Statement TitleStudent InnovationDescriptionIdeas that can boost fitness activities and assist in keeping fit.OrganizationAICTE, MIC-Student InnovationDepartmentMinistry of Education's Innovation Cell (MIC)CategoryHardwareThemeFitness & SportsYoutube LinkDataset LinkContact info",Problem Statement ID,1539,Problem Statement Title,Student Innovation,https://www.sih.gov.in/sih2024PS,education
17,"AICTE, MIC-Student Innovation","Student Innovation×Problem Statement DetailsProblem Statement ID1540Problem Statement TitleStudent InnovationDescriptionIdeas focused on the intelligent use of resources for transforming and advancements of technology with combining the artificial intelligence to explore more various sources and get valuable insights.OrganizationAICTE, MIC-Student InnovationDepartmentMinistry of Education's Innovation Cell (MIC)CategoryHardwareThemeSmart AutomationYoutube LinkDataset LinkContact info",Problem Statement ID,1540,Problem Statement Title,Student Innovation,https://www.sih.gov.in/sih2024PS,education
18,"AICTE, MIC-Student Innovation","Student Innovation×Problem Statement DetailsProblem Statement ID1541Problem Statement TitleStudent InnovationDescriptionChallenges your creative minds to conceptualize and develop unique toys & games.OrganizationAICTE, MIC-Student InnovationDepartmentMinistry of Education's Innovation Cell (MIC)CategoryHardwareThemeToys & GamesYoutube LinkDataset LinkContact info",Problem Statement ID,1541,Problem Statement Title,Student Innovation,https://www.sih.gov.in/sih2024PS,education
19,"AICTE, MIC-Student Innovation","Student Innovation×Problem Statement DetailsProblem Statement ID1542Problem Statement TitleStudent InnovationDescriptionFor use of travel or activities beyond earth's atmosphere, for purposes such as spaceflight or space exploration.OrganizationAICTE, MIC-Student InnovationDepartmentMinistry of Education's Innovation Cell (MIC)CategoryHardwareThemeSpace TechnologyYoutube LinkDataset LinkContact info",Problem Statement ID,1542,Problem Statement Title,Student Innovation,https://www.sih.gov.in/sih2024PS,education
20,Autodesk,"Research and redesign a conventional aerospace component commonly found in air vehicles and utilize Fusion software to reimagine its design. Students can use Fusion Features such as Generative Design, Topology Optimization, Additive Build etc. The redesigned component should showcase innovation, enhanced functionality, and improved efficiency, all while being optimized for 3D printing.×Problem Statement DetailsProblem Statement ID1543Problem Statement TitleResearch and redesign a conventional aerospace component commonly found in air vehicles and utilize Fusion software to reimagine its design. Students can use Fusion Features such as Generative Design, Topology Optimization, Additive Build etc. The redesigned component should showcase innovation, enhanced functionality, and improved efficiency, all while being optimized for 3D printing.DescriptionThe student's focus should be on using Fusion's additive manufacturing capabilities. They should aim to learn about additive manufacturing and its applications in aerospace design. This includes studying how to design aerospace components with considerations for structural integrity, and weight reduction. They should define project objectives and design constraints, and then utilize generative design tools in Fusion to explore and generate optimized designs. The student should evaluate these designs using simulation and analysis tools within Fusion. They should refine and iterate on the designs to further enhance performance. Finally, they should prototype and test the finalized design using appropriate 3D printing technologies.
 Teams choosing to submit idea for Autodesk├ö├ç├ûs problem statement are required to request their faculty (SIH SPOC) to fill this mandatory form. (https://forms.gle/SwfiFUDEiK73fVrx8)
 Fusion combines additive manufacturing (3D printing) capabilities with generative design features. It allows users to optimize designs for 3D printing, generate support structures, and explore numerous design options using algorithms. This integration enables the creation of complex and optimized parts using 3D printing technologies.
 Students and educators can click here to get FREE access to Fusion. (https://www.autodesk.com/education/edu-software/overview?sorting=featured&filters=individual)
 For Idea Submission: 
 Each student team should submit Fusion public link of the Design and a PowerPoint presentation (5-7 Slides).
 Designs should be created using only Fusion and not copied or taken from any other source.
 
 For Grand Finale: Students must use Fusion to design and 3D print final design within the given time period and present the following to the jury members:
 PPT explaining the final project
 Public link of the design
 Rendered images
 Please note that the below marking criteria is only for Autodesk's this particular problem statement only:
 Design complexity and workability: 20
 Design Optimization for 3D Printing (DFAM): 20
 Innovative Design Features: 15
 Use of Advanced Features in Fusion (Generative, Topology Optimization etc.): 30
 Selection of AM Process & Materials: 15
 Total marks: 100OrganizationAutodeskDepartmentAutodesk IncCategoryHardwareThemeSmart AutomationYoutube LinkDataset Linkhttps://damassets.autodesk.net/content/dam/autodesk/www/pdfs/sih-2024-hardware-edition-additive-manufacturing.pdfContact info",Problem Statement ID,1543,Problem Statement Title,"Research and redesign a conventional aerospace component commonly found in air vehicles and utilize Fusion software to reimagine its design. Students can use Fusion Features such as Generative Design, Topology Optimization, Additive Build etc. The redesigned component should showcase innovation, enhanced functionality, and improved efficiency, all while being optimized for 3D printing.",https://www.sih.gov.in/sih2024PS,education
21,Autodesk,"Students are supposed to use Fusion software to generate NC code with machine details & tool library for any industrial component. 
 students should possess technical skills in areas such as CAD/CAM software, G-code programming, toolpath optimization, and machining fundamentals. Additionally, their project ideas should demonstrate a viable solution to a real-world problem, ensuring feasibility and practicality in implementation.×Problem Statement DetailsProblem Statement ID1544Problem Statement TitleStudents are supposed to use Fusion software to generate NC code with machine details & tool library for any industrial component. 
 students should possess technical skills in areas such as CAD/CAM software, G-code programming, toolpath optimization, and machining fundamentals. Additionally, their project ideas should demonstrate a viable solution to a real-world problem, ensuring feasibility and practicality in implementation.DescriptionComputer-Aided Manufacturing (CAM) is the use of software and computer-controlled machinery to automate a manufacturing process. Based on that definition, you need three components for a CAM system to function: Software that tells a machine how to make a product by generating toolpaths. Machinery that can turn raw material into a finished product. Post Processing converts toolpaths into a language machines can understand. From high-efficiency roughing with Adaptive Clearing to simplified control of multi-axis machines with Tool Orientation├ö├ç┬ú  Teams choosing to submit idea for Autodesk├ö├ç├ûs problem statement are required to request their faculty (SIH SPOC) to fill this mandatory form. (https://forms.gle/SwfiFUDEiK73fVrx8)  Autodesk Fusion makes it easy to program your CNC machine, fast. Manufacture with 2.5, 3, and multi axis milling, probing, turning, mill-turning, and profiling operations paired with a powerful post engine all included alongside professional design tools.  Students and educators can click here to get FREE access to Fusion (https://www.autodesk.com/education/edu-software/overview?sorting=featured&filters=individual)  For Idea Submission: Each student team should submit Fusion public link (toolpath included for Machining) of the Design and a PowerPoint presentation (5-7 Slides).  Designs should be created using only Fusion and not copied or taken from any other source.    For Grand Finale: Students must use Fusion to design and generate G code for the specific component within the given time period and present the following to the jury members:  PPT explaining the final project  Public link of the design  G-code File  Marking Criteria: Please note that this marking criteria is for Autodesk's this particular Problem Statement only  Complexity of product (CAD): 10   Out-of-the-Box Thinking and Practicality: 20   Selection of Machine, Tools and Machining Process: 30   Machining Simulation: 20   G-code programming for CNC machine: 20   Total marks: 100OrganizationAutodeskDepartmentAutodesk IncCategoryHardwareThemeSmart AutomationYoutube LinkDataset Linkhttps://damassets.autodesk.net/content/dam/autodesk/www/pdfs/sih-2024-hardware-edition-cnc.pdfContact info",Problem Statement ID,1544,Problem Statement Title,"Students are supposed to use Fusion software to generate NC code with machine details & tool library for any industrial component. 
 students should possess technical skills in areas such as CAD/CAM software, G-code programming, toolpath optimization, and machining fundamentals. Additionally, their project ideas should demonstrate a viable solution to a real-world problem, ensuring feasibility and practicality in implementation.",https://www.sih.gov.in/sih2024PS,education
29,Ministry of AYUSH,"Create a Virtual Herbal Garden that provides an interactive, educational, and immersive experience to users, showcasing the diverse range of medicinal plants used in AYUSH (Ayurveda, Yoga & Naturopathy, Unani, Siddha, and Homeopathy).×Problem Statement DetailsProblem Statement ID1555Problem Statement TitleCreate a Virtual Herbal Garden that provides an interactive, educational, and immersive experience to users, showcasing the diverse range of medicinal plants used in AYUSH (Ayurveda, Yoga & Naturopathy, Unani, Siddha, and Homeopathy).DescriptionBackground: The AYUSH sector relies heavily on medicinal plants and herbs, which form the backbone of traditional healing practices. However, physical gardens that are not accessible to everyone. A Virtual Herbal Garden will bridge this gap by offering a digital platform where users can explore, learn, and understand the significance of various medicinal plants from the comfort of their homes.
Description: Participants are tasked with developing a Virtual Herbal Garden that is engaging, informative, and user-friendly. This virtual garden should include:
Interactive 3D Models: Realistic 3D models of medicinal plants that users can rotate, zoom, and explore from different angles.
Detailed Information: Comprehensive details about each plant, including its botanical name, common names, habitat, medicinal uses, and methods of cultivation.
Multimedia Integration: High-quality images, videos, and audio descriptions to enhance the learning experience.
Search and Filter Options: Advanced search functionality to easily locate specific plants and filter them based on various criteria like medicinal uses, region, and type.
Virtual Tours: Guided virtual tours highlighting specific themes, such as plants for digestive health, immunity, skin care, etc.
User Interaction: Features that allow users to bookmark favourite plants, take notes, and share information on social media.
Expected Outcome: The expected outcome is a comprehensive Virtual Herbal Garden that serves as a valuable educational tool for students, practitioners, and enthusiasts of the AYUSH sector. This platform should make the knowledge of medicinal plants accessible to a wider audience, promoting awareness and understanding of traditional herbal practices. It should be visually appealing, informative, and interactive, providing users with an immersive experience that combines technology with traditional knowledge.OrganizationMinistry of AYUSHDepartmentAll India Institute of Ayurveda (AIIA)CategorySoftwareThemeMedTech / BioTech / HealthTechYoutube LinkDataset LinkContact info",Problem Statement ID,1555,Problem Statement Title,"Create a Virtual Herbal Garden that provides an interactive, educational, and immersive experience to users, showcasing the diverse range of medicinal plants used in AYUSH (Ayurveda, Yoga & Naturopathy, Unani, Siddha, and Homeopathy).",https://www.sih.gov.in/sih2024PS,education
32,Ministry of Culture,"Al-based automated defective exhibit identification system placed in a gallery.×Problem Statement DetailsProblem Statement ID1558Problem Statement TitleAl-based automated defective exhibit identification system placed in a gallery.DescriptionBackground:
ln Science Museums/ Centres exhibits are mostly interactive in nature. Interactive exhibits are the lifeblood of science centers, but keeping them functioning smoothly can be a challenge. It poses the problem of regular maintenance. It has also been observed that defects remain unattended for long due to not being identified. It creates a genuine problem for the visitors' experience and sometimes they are not aware of the optimum result. Here lines the requirement for an automated defective exhibit identification system.
Description:
It is a real-life problem in big Museum/ Science Museum/Centres, where there is inadequacy of manpower. Following are the problems in a nutshell that arose due to unnoticed and undiagnosed defects of the exhibits.
High Maintenance Needs: Unlike static displays, interactive elements have more moving parts, software, and technology that require regular upkeep to function properly these are considered as """"golden parameters of any particular Exhibits"""". Theses parameters are to be kept functional to keep the exhibits in a running condition.
Frustration for Visitors: Encountering a non-functional exhibit can be frustrating for visitors, especially children, who may not understand why it's not working.
Missed Learning Opportunities: Broken/ non-functional exhibits prevent visitors from fully engaging with the science concepts they're designed to teach.
Because of their complexity, malfunctions might not be immediately obvious to visitors or staff, leading to a broken experience. Also creates a bad impression for that particular gallery and ultimately to the science center or to Science Museums.
Expected Solution:
Now, with the emergence of artificial intelligence, it transpires that amalgamation of Al with automation may give efficient result to detect defective exhibits placed in the galleries and give the feedback to the concerned section for immediate repairing initiative and rectify the exhibits. Thus, aiming a flawless learning experience or edutainment in Science Museum or in Science Center.OrganizationMinistry of CultureDepartmentNational Council of Science MuseumsCategoryHardwareThemeSmart AutomationYoutube LinkDataset LinkContact info",Problem Statement ID,1558,Problem Statement Title,Al-based automated defective exhibit identification system placed in a gallery.,https://www.sih.gov.in/sih2024PS,education
39,National Technical Research Organisation (NTRO),"Target detection by optimizing Anomaly Detection in Hyperspectral Image Processing using AI/ML×Problem Statement DetailsProblem Statement ID1565Problem Statement TitleTarget detection by optimizing Anomaly Detection in Hyperspectral Image Processing using AI/MLDescriptionBackground: Hyperspectral imaging acquires images with very narrow continuous wavelength ranging from UV to LWIR which is beyond the visible spectrum. Using this continuous spectral information classification of diverse material of interest can be done accurately. The availability of huge information due to continuous spectral information improves data information content but causing challenges in processing of hyperspectral images. An unsupervised learning mechanism for detection of targets by optimizing Anomaly Detection in Hyperspectral Image Processing using AI/ML can be used for it.
Description: The above problem statement envisages, that Hyperspectral data to be processed in such a way that to find spectrally distinct and most informative pixels in the data to identify anomalies in the data. Before processing of data, data correction methods, to improve interpretation of pixel spectra and better result to analyse data can be done. Different approaches for de-noising to remove noise from data, fusion approach through sharpening or pan sharpening can be implemented. The calibration of data using radiometric and atmospheric correction methods can be implemented to optimize the result. An anomaly detection model based on deep learning with best performance to be implemented to process hyperspectral data which can provide clear identification of anomalies in the data with sufficient spectral clarity. Subsequently, the same can be created as spectral signatures of the objects. A suitable target detection methodology for identifying target of interest is also to be developed. 
Expected Solution: A deep learning models for processing of hyperspectral data based on anomaly detection to be optimized that can be used for target detection in that data using available open source hyperspectral data of Hyperion, AVIRIS etc. to be developed.OrganizationNational Technical Research Organisation (NTRO)DepartmentNational Technical Research Organisation (NTRO)CategoryHardwareThemeClean & Green TechnologyYoutube LinkDataset LinkOpen source Hyperspectral resources Hyperion/AVIRIS-NGContact info",Problem Statement ID,1565,Problem Statement Title,Target detection by optimizing Anomaly Detection in Hyperspectral Image Processing using AI/ML,https://www.sih.gov.in/sih2024PS,education
53,Ministry of Social Justice and Empowerment,"Developing writing pen and writing pad for children with Specific learning disability.×Problem Statement DetailsProblem Statement ID1579Problem Statement TitleDeveloping writing pen and writing pad for children with Specific learning disability.DescriptionBackground: Children with Specific Learning Disability (SLD)who faces challenge of writing during their academic life especially during examinations where they need the provisions of a scribe. The purp ose of rehabilitating people with disabilities is to reduce the dependence on other people. In order to achieve this fundamental right to be independent, it is important to develop innovative strategies and solutions to come up with some hardware tools like writing penand writing pad for children with specific learning difficulties so that their academic life does not become a hurdle in realising their full potential. The innovative technology or solution should be cost effective and easily usable so that children with all strata can afford to use this.
Detailed Description: In India, the Central Board of Secondary Education (CBSE) and other educational boards provide several relaxations for students with learning disabilities (SLD) during examinations such as having a scribe during exams. A scribe writes answers as dictated by the child. The scribe must be from a lower grade than the child appearing for the exam. CBSE provides remuneration for the scribe, and you can also apply for your own scribe if needed. If a child has difficulty reading, they are entitled to a reader who reads (not explains) the questions to the child. However, a child can have either a reader or a scribe, not both. CBSE grants additional time to students with disabilities. For example:
60 extra minutes for a three-hour exam
40 extra minutes for a two-hour exam
30 extra minutes for a one-and-a-half-hour exam.
Since January 2020, CBSE allows the use of calculators for children with dyscalculia. The board provides these calculators.Theseaccommodations aim to create a level playing field for students with learning disabilities, ensuring they can demonstrate their knowledge effectively during exams. However it has some disadvantages as well like some students may become overly reliant on scribes, affecting their independent writing skills.Students may feel uncomfortable dictating their answers to someone else. Availability of trained scribes can be a challenge, especially during exams. The quality of scribing may vary, impacting the accuracy of the student├ö├ç├ûs responses. Also some of the people are misusing the benefits by training or teaching the scribe rather than the child with SLD to write the exam and score good marks.
Expected Solutions: To develop innovative strategies and solutions to come up with some hardware tools like writing pen and writing pad for children with specific learning difficulties so that their academic life does not become a hurdle in realising their full potential. The innovative technology or solution should be cost effective and easily usable so that children with all strata can afford to use this.OrganizationMinistry of Social Justice and EmpowermentDepartmentNIEPID (National Institute for the Empowerment of Persons with Intellectual Disabilities)CategoryHardwareThemeSmart EducationYoutube LinkDataset LinkContact info",Problem Statement ID,1579,Problem Statement Title,Developing writing pen and writing pad for children with Specific learning disability.,https://www.sih.gov.in/sih2024PS,education
57,Ministry of Housing and Urban Affairs,"Condition-based monitoring and maintenance system.×Problem Statement DetailsProblem Statement ID1583Problem Statement TitleCondition-based monitoring and maintenance system.DescriptionBackground: There are a large number of tunnel booster fans (TBF) of different capacity installed in tunnel area at underground metro stations. These IBFs have different maintenance schedules and frequency prescribed by OEM. The TBF's are not operated regularly but are tested during mock drills. The exercise of scheduled preventive maintenance of this equipment involves a large number of manpower and risk of working at height. The Condition-based maintenance in place of scheduled preventive maintenance would be very helpful in optimizing the maintenance and manpower cost involved.
Description: To optimize the maintenance and manpower cost there is a great need of developing a condition-based monitoring and maintenance system. The historical data pertaining to failures along with the symptoms, the permissible limits of different parameters. the previous maintenance records of TBF shall be fed into the Al based condition monitoring system.
The Al based system shall analyze and compare this historical data with parameter obtained at the time of operation during the testing/mock drill to predict any maintenance requirement based on the condition of TBF and the system shall also alert in case of any deviation from specified values.
Expected Solution: Condition-based monitoring and maintenance system which can use machine learning & behavioural analytics to predict any maintenance requirement based on the condition of a particular system.OrganizationMinistry of Housing and Urban AffairsDepartmentSmart Cities MissionCategoryHardwareThemeMiscellaneousYoutube LinkDataset LinkContact info",Problem Statement ID,1583,Problem Statement Title,Condition-based monitoring and maintenance system.,https://www.sih.gov.in/sih2024PS,education
60,"AICTE, MIC-Student Innovation","Student Innovation×Problem Statement DetailsProblem Statement ID1586Problem Statement TitleStudent InnovationDescriptionSmart Education, a Concept that Describes learning in digital age.it enables learner to learn more effectively,efficently,flexibly and comfortably.OrganizationAICTE, MIC-Student InnovationDepartmentMinistry of Education's Innovation Cell (MIC)CategorySoftwareThemeSmart EducationYoutube LinkDataset LinkContact info",Problem Statement ID,1586,Problem Statement Title,Student Innovation,https://www.sih.gov.in/sih2024PS,education
61,"AICTE, MIC-Student Innovation","Student Innovation×Problem Statement DetailsProblem Statement ID1587Problem Statement TitleStudent InnovationDescriptionDisaster Management includes ideas related to risk mitigation and Planning before,after or Duration of Disaster.OrganizationAICTE, MIC-Student InnovationDepartmentMinistry of Education's Innovation Cell (MIC)CategorySoftwareThemeDisaster ManagementYoutube LinkDataset LinkContact info",Problem Statement ID,1587,Problem Statement Title,Student Innovation,https://www.sih.gov.in/sih2024PS,education
62,"AICTE, MIC-Student Innovation","Student Innovation×Problem Statement DetailsProblem Statement ID1588Problem Statement TitleStudent InnovationDescriptionTechnology ideas in tertiary sectors like Hospitality, Financial Services, Entertainment and Retail.OrganizationAICTE, MIC-Student InnovationDepartmentMinistry of Education's Innovation Cell (MIC)CategorySoftwareThemeMiscellaneousYoutube LinkDataset LinkContact info",Problem Statement ID,1588,Problem Statement Title,Student Innovation,https://www.sih.gov.in/sih2024PS,education
63,"AICTE, MIC-Student Innovation","Student Innovation×Problem Statement DetailsProblem Statement ID1589Problem Statement TitleStudent InnovationDescriptionProvide ideas in a decentralized and distributed ledger technology used to store digital information that powers cryptocurrencies and NFTs and can radically change multiple sectorsOrganizationAICTE, MIC-Student InnovationDepartmentMinistry of Education's Innovation Cell (MIC)CategorySoftwareThemeBlockchain & CybersecurityYoutube LinkDataset LinkContact info",Problem Statement ID,1589,Problem Statement Title,Student Innovation,https://www.sih.gov.in/sih2024PS,education
64,"AICTE, MIC-Student Innovation","Student Innovation×Problem Statement DetailsProblem Statement ID1590Problem Statement TitleStudent InnovationDescriptionInnovative ideas that help manage and generate renewable /sustainable sources more efficiently.OrganizationAICTE, MIC-Student InnovationDepartmentMinistry of Education's Innovation Cell (MIC)CategorySoftwareThemeRenewable / Sustainable EnergyYoutube LinkDataset LinkContact info",Problem Statement ID,1590,Problem Statement Title,Student Innovation,https://www.sih.gov.in/sih2024PS,education
65,"AICTE, MIC-Student Innovation","Student Innovation×Problem Statement DetailsProblem Statement ID1591Problem Statement TitleStudent InnovationDescriptionA solution/idea that can boost the current situation of the tourism industries including hotels, travel and others.OrganizationAICTE, MIC-Student InnovationDepartmentMinistry of Education's Innovation Cell (MIC)CategorySoftwareThemeTravel & TourismYoutube LinkDataset LinkContact info",Problem Statement ID,1591,Problem Statement Title,Student Innovation,https://www.sih.gov.in/sih2024PS,education
66,"AICTE, MIC-Student Innovation","Student Innovation×Problem Statement DetailsProblem Statement ID1592Problem Statement TitleStudent InnovationDescriptionSolutions could be in the form of waste segregation, disposal, and improve sanitization system.OrganizationAICTE, MIC-Student InnovationDepartmentMinistry of Education's Innovation Cell (MIC)CategorySoftwareThemeClean & Green TechnologyYoutube LinkDataset LinkContact info",Problem Statement ID,1592,Problem Statement Title,Student Innovation,https://www.sih.gov.in/sih2024PS,education
67,"AICTE, MIC-Student Innovation","Student Innovation×Problem Statement DetailsProblem Statement ID1593Problem Statement TitleStudent InnovationDescriptionThere is a need to design drones and robots that can solve some of the pressing challenges of India such as handling medical emergencies, search and rescue operations, etc.OrganizationAICTE, MIC-Student InnovationDepartmentMinistry of Education's Innovation Cell (MIC)CategorySoftwareThemeRobotics and DronesYoutube LinkDataset LinkContact info",Problem Statement ID,1593,Problem Statement Title,Student Innovation,https://www.sih.gov.in/sih2024PS,education
68,"AICTE, MIC-Student Innovation","Student Innovation×Problem Statement DetailsProblem Statement ID1594Problem Statement TitleStudent InnovationDescriptionSubmit your ideas to address the growing pressures on the city├ö├ç├ûs resources, transport networks, and logistic infrastructureOrganizationAICTE, MIC-Student InnovationDepartmentMinistry of Education's Innovation Cell (MIC)CategorySoftwareThemeTransportation & LogisticsYoutube LinkDataset LinkContact info",Problem Statement ID,1594,Problem Statement Title,Student Innovation,https://www.sih.gov.in/sih2024PS,education
69,"AICTE, MIC-Student Innovation","Student Innovation×Problem Statement DetailsProblem Statement ID1595Problem Statement TitleStudent InnovationDescriptionCreating intelligent devices to improve the commutation sectorOrganizationAICTE, MIC-Student InnovationDepartmentMinistry of Education's Innovation Cell (MIC)CategorySoftwareThemeSmart VehiclesYoutube LinkDataset LinkContact info",Problem Statement ID,1595,Problem Statement Title,Student Innovation,https://www.sih.gov.in/sih2024PS,education
72,"AICTE, MIC-Student Innovation","Student Innovation×Problem Statement DetailsProblem Statement ID1598Problem Statement TitleStudent InnovationDescriptionIdeas that showcase the rich cultural heritage and traditions of IndiaOrganizationAICTE, MIC-Student InnovationDepartmentMinistry of Education's Innovation Cell (MIC)CategorySoftwareThemeHeritage & CultureYoutube LinkDataset LinkContact info",Problem Statement ID,1598,Problem Statement Title,Student Innovation,https://www.sih.gov.in/sih2024PS,education
73,"AICTE, MIC-Student Innovation","Student Innovation×Problem Statement DetailsProblem Statement ID1599Problem Statement TitleStudent InnovationDescriptionIdeas that can boost fitness activities and assist in keeping fit.OrganizationAICTE, MIC-Student InnovationDepartmentMinistry of Education's Innovation Cell (MIC)CategorySoftwareThemeFitness & SportsYoutube LinkDataset LinkContact info",Problem Statement ID,1599,Problem Statement Title,Student Innovation,https://www.sih.gov.in/sih2024PS,education
74,"AICTE, MIC-Student Innovation","Student Innovation×Problem Statement DetailsProblem Statement ID1600Problem Statement TitleStudent InnovationDescriptionIdeas focused on the intelligent use of resources for transforming and advancements of technology with combining the artificial intelligence to explore more various sources and get valuable insights.OrganizationAICTE, MIC-Student InnovationDepartmentMinistry of Education's Innovation Cell (MIC)CategorySoftwareThemeSmart AutomationYoutube LinkDataset LinkContact info",Problem Statement ID,1600,Problem Statement Title,Student Innovation,https://www.sih.gov.in/sih2024PS,education
75,"AICTE, MIC-Student Innovation","Student Innovation×Problem Statement DetailsProblem Statement ID1601Problem Statement TitleStudent InnovationDescriptionChallenges your creative minds to conceptualize and develop unique toys & games.OrganizationAICTE, MIC-Student InnovationDepartmentMinistry of Education's Innovation Cell (MIC)CategorySoftwareThemeToys & GamesYoutube LinkDataset LinkContact info",Problem Statement ID,1601,Problem Statement Title,Student Innovation,https://www.sih.gov.in/sih2024PS,education
